Polarity,Text
Positive,كيف اتصل بشخص ما عنده رقم بس ايميل .. كيف ابحث عنه بتمنى تردولي
Positive,😚😚😚😚😚 روعة روعة روعة(ارجو التحديث له لانه لا يعمل عندي الفيديو ولا المكالمات الصوتية)وشكرا جزيلا لكم
Positive,ارجاٱء مراسلتي ع البرنامج: اعجبني البرنامج كثيرا واحب مشاركت الجميع وشكرا
Negative,فاشل ولي يغلط علي بهذا البرنامج التافه من اريدامسحة ما ينمسح
Positive,روعهه مره حلو انا قابلت بنات فيه وصارو صديقااتي احبهم
Negative,كتير حللووو لازم تحديث يا م خبله ومخبل
Negative,جيد هوووو جميل بس فيه مشكلة كلش ثقيل
Negative,شباب كمت من اطب عل هنكوك يخرج رئسن محد يعرف رجائن
Positive,البرامج رائع وفقمه الروائع سهل استخدامه وآمن وسريع اتمنى الكل يحمله لانه كثييييير حلوووو وسهل وسريع
Negative,كلش عجبني بس اشو المكالمه مصير ورجو منكم اسوله ارسال فيديو
Negative,السَلآْم عَلْيُكّمٌ وٍرٍحَمُةّ الله وٍبُرٍكآتُهْ بس نجمه انطي لان مايشتغل عندي هااي تحدية عاويه
Positive,رووعه برنامج رائع
Negative,ثكيل عندي ليش .. سوله جاره لخاطر محمد
Positive,بليز ممكن ليش من اتصل يوصل لي شعار ما يمكنني الانضمام للمكالمة ولا الإرسال متوصلني
Positive,برنامج جميل لو أكون في إرسال صوت يكون أفضل برامج
Negative,ماعادأكدرأحكي مع حداكل ماأفوت اسم يعطيني تعذر أرجوكم ساعدوني
Negative,ماعاديشتغل معي الخاص كل مابدي أرسل لشخص يعطيني تعذرارجوالمساعدةوالردالسريع
Negative,انه باب من ابواب الشيطان من خلاله نحرفت الكثير من الفتيات
Positive,حٍلُۆۆۆۆۆ بْس يَآريَتٌ لُۆ تٌحٍـدِثْۆ ۆتٌسۆنْ بْصٍمہ بْيَ
Negative,رؤؤؤعه احله من كل البرامج شباب تعالو خاص بنات
Negative,عراق الخير بي تعليكات لدرجه جدن كبيراه ما يكتب احيانان
Negative,ترة هاذة برنامج كو زين الخفاجية لازكة بكوكل بلاس فااااااشل
Positive,جلسات رؤؤؤؤؤؤعه تطبيق بس ما ينزل مقاطع لو ينزل يكون تطبيق رؤؤؤؤؤؤعه جدا جدا جدا جدا جدا ولا ارؤع
Negative,فاشل مافي تسجيل صوت وهنن بالصور كاتبين ارسال صوت (ó﹏ò｡)
Negative,ياجماعه والله اني تم الايقاف ومينفتح وسويت تحديثونفس الشي ياريت تنحل هذه المشكله
Negative,تعليق تعليق و تقطيع لا يعجبني
Negative,والله حقيقة ما ارتاح لهذا البرنامج 😕
Negative,عجبني انا ما عندي واتساب واسدخدم hangout. لتراسل مع صديقاتي
Negative,وفاده مكه تجمعنا باأااااااااااايخ مع وعوع يستحق0 نجمه والله ان وعوع
Positive,عنيده ولي براسي اريده كولش حلو و يستاهل الف نجمة
Positive,كركوك العراق برنامج حلو بس جودة الاتصال فيديو ضعيفة
Negative,ماهذه القمامة أتسمون هذا الشئ متصفح عليكم اللعنة ايها الجراثيم النصابة يفتح صفحات اعلانات الاعلانات الاعلانات.😵😵😵😵 خلاص انا سوف اموت من كثرة الاعلانات اللعينة لعن الله وجه يريد تحديث و عندما اضغط علي موافق تظهر لي الصفحة الاعلانات اللعينة مجددا تبا لك ايها المطور الفقير........😬
Positive,الي قال البرنامج معفن و مو حلو هو غلطان هاذا احسن برنامج اذا ما عجبكم على الجوال جربوه على الكمبيوتر و لا تنصحو اي حد بي رايكم في بعضهم يبونه غيركم و في ناس ما تجيهم اعلانات زيي و مع السلامة
Positive,حلو انا هقول للعندهم مشاكل الى عايزين يحملوا فيديوهات يحمل برنامج اسمه tube mate وبالنسبة للتحديث والمساحة يحمل برنامج اسمه DU Speed bosteer ويدخل عليه ةينقلة لبطاقة sd بعد كدة هيجيب لك معومات التطبيق تدوس محو البيانات هيمسح البيانات ومش هيقصر عليه
Negative,مؤخرا بدات تطلعلي اعلانات باسم Google اعلانات كثيره ومزعجه ارجو ايجاد حل سريع. وحل مشكله كثره الاعلانات الكاذبه التي بإسم شركتكم واعلانات التداول والفيروسات
Negative,بصراحة كويس بس في مشكلة ان اذا عم تحمل شي بس تطلع مل برنامج ينقطع التحميل. ارجو اصلاح هاذه. المشكلة
Negative,ما ادري هذا التطبيق يبغا انترنت خاص ولا ايش كل ما تبحث عن شئ يقول انت غير متصل بالنت طيب البرنامج الثانية شغاله على الهواء. كل البرنامج شغاله ماعد هو وتطبيق المتجر... اكمل تحديث فاشل بعنى الكلمة
Negative,جميل ولكن أزعجتني هذه العبارة: هذا المكون الإضافي غير معتمد. هل من حل لهذه المشكلة التي تتكر دائما
Negative,متصفح جيد ولكن ... يرجى اعادة علامات التبويب الى ما كانت عليه قبل التحديث الاخير ... او تخصيص ذلك في الإعدادات ... يرجى النظر في طلبي.
Negative,هناك مشكلة اذا قمت بتنزيل ملفات من البرنامج وخرجت منه ينقطع التنزيل ارجوا اصلاح المشكلة
Positive,السلام عليكم التطبيق ممتاز لكن عندي مشكلة بسيطة وهي لا استطيع تنزيل ملفات pdf وشكرا
Positive,رائع برنامج رائع جدا لكن هناك مشكلة اتمنى حلها باسرع وقت ممكن (اذا قمت بلخروج من المتصفح وانا اقوم بتنزيل ملفات عن طريقه يلغي التحميل) ارجو حل المشكلة باسرع وقت ممكن وشكرا عند حل المشكلة اعطيكم خمس نجوم
Positive,همسه امل كتيييييييرحلو انصح بتحميله بس ناقصه تنزيل مقاطع فيديو ارجو تعديل المشكله
Negative,التحديث فاشل التحديث فاشل كل ما اشغل مقطع و احط له وقوف مؤقت ينعاد التحميل من جديد 😡 وش ذا التحديث ؟؟!!
Positive,Fakus روووووووووووعه 👍 روووووووووووعه 👍 انصح الجميع بتحميله يستطيع ايجاد التطبيقات التي لم توجد علي جوجل بلاي تحياتي للجميع.د.عمرى
Negative,القاهره هوكان شغال حلوالاول علي الواي فاي بس بعدكده بقي يكتبلي فشل واعاده المحاوله ومش بيفتح من عليه خالص وبقي،يفتح من الباقه بس ارجوايجادحل بسرعه
Negative,خلص تحديث كل يومين تحديث البرنامج صار حجمو كبير ... الواحد صار بدو بدل الذاكره الداخليه هاردسك خارجي 2TB.. او جهاز الذاكره الداخليه من 1TB ونتا طالع اوف خلص ...
Positive,رائع جدا من حيث سرعة البحث وسلاسة التصفح ولكن الأروع فيه الترجمه السريعه للصفحات بكل اللغات.شكرا لكم.
Positive,جيد جدا انا اشكر اللي اعطانا هذا البرنامج ما في اي علانات وجميل جدا وانا بنزل، صور جميلة من هذا البرنامج وشكرا لكم
